LUGAR,MAQ,MES,DIA,CODIGO_HOGAR_SIMPLE,ZONA,MANZANA,NPERSONA,10SEXO,EDAD,10OCUP,AUTO,10SEGUR TELEFERICO,INCIDENTE TELEFERICO,10ESTUDIOS,INGRESOS,VIAJO,cod est,cod tra
EL ALTO,WK029,6,14,4377,273,6313,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,NO,,
EL ALTO,WK029,6,14,4377,273,6313,2,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,8,
EL ALTO,WK029,6,14,4378,273,6173,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,
EL ALTO,WK029,6,14,4379,273,6313,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,3000 A 6000,SÍ,,49
EL ALTO,WK029,6,14,4380,273,6173,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,203
EL ALTO,WK029,6,14,4381,273,5989,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SIN ESTUDIOS,NS NC,SÍ,,
EL ALTO,WK029,6,14,4382,273,5989,1,HOMBRE,<16,OTROS,SI,NADA,NADA,SUPERIOR NO UNIV,3000 A 6000,SÍ,,5
EL ALTO,WK029,6,14,4383,273,5975,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,
EL ALTO,WK029,6,14,4384,273,6029,1,HOMBRE,16 a 34,ESTUDIA,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,49,
EL ALTO,WK029,6,14,4385,273,6029,1,MUJER,35 a 64,ESTUDIA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,15
EL ALTO,WK029,6,14,4386,273,6894,1,HOMBRE,35 a 64,ESTUDIA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,202
EL ALTO,WK029,6,14,4387,273,6894,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,243
EL ALTO,WK029,6,14,4388,273,6793,1,HOMBRE,35 a 64,NADA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,354
EL ALTO,WK029,6,14,4389,273,6894,1,HOMBRE,35 a 64,NADA,NO,NADA,NADA,SECUNDARIA,3000 A 6000,SÍ,,18
EL ALTO,WK029,6,14,4390,273,6793,1,HOMBRE,16 a 34,NADA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,50
EL ALTO,WK029,6,14,4391,273,6894,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,273
EL ALTO,WK029,6,14,4392,273,6894,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SIN ESTUDIOS,3000 A 6000,SÍ,,65
EL ALTO,WK029,6,14,4393,273,6832,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,
EL ALTO,WK029,6,14,4394,273,6832,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,243
EL ALTO,WK029,6,14,4395,273,6894,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,3000 A 6000,SÍ,,171
EL ALTO,WK029,6,14,4396,273,6832,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,37
EL ALTO,WK029,6,14,4397,273,6483,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,8,
EL ALTO,WK029,6,14,4398,273,6766,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,3000 A 6000,SÍ,,4
EL ALTO,WK030,6,14,4399,347,4525,1,HOMBRE,16 a 34,NADA,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,276,
EL ALTO,WK030,6,14,4400,347,4525,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,17
EL ALTO,WK030,6,14,4401,347,4525,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,294
EL ALTO,WK030,6,14,4402,347,5088,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,NO,,33
EL ALTO,WK030,6,14,4403,347,5088,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,,
EL ALTO,WK030,6,14,4404,347,5088,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,201
EL ALTO,WK030,6,14,4405,347,5178,1,HOMBRE,>64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,4
EL ALTO,WK030,6,14,4406,347,5178,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,354,
EL ALTO,WK030,6,14,4407,347,5178,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,NO,,
EL ALTO,WK030,6,14,4408,347,4873,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,205,
EL ALTO,WK030,6,14,4409,347,4873,1,HOMBRE,16 a 34,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,NO,5,
EL ALTO,WK030,6,14,4410,347,4873,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,
EL ALTO,WK030,6,14,4411,347,4705,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,NO,,83
EL ALTO,WK030,6,14,4412,347,4705,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,
EL ALTO,WK030,6,14,4413,347,4705,1,MUJER,16 a 34,OTROS,NO,"SÍ, ME SIENTO SEGURO",ATRACO,UNIVERSITARIOS,MENOS DE 1600,SÍ,,141
EL ALTO,WK030,6,14,4414,347,5162,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,347
EL ALTO,WK030,6,14,4415,347,5162,1,HOMBRE,>64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK030,6,14,4416,347,5162,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,4
EL ALTO,WK030,6,14,4417,347,4676,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,4
EL ALTO,WK030,6,14,4418,347,4676,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK030,6,14,4419,347,4676,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK030,6,14,4420,347,5229,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,208
EL ALTO,WK030,6,14,4421,347,5229,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,NO,,201
EL ALTO,WK030,6,14,4422,347,5229,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,17,
EL ALTO,WK030,6,14,4423,347,4467,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK030,6,14,4424,347,4467,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,203
EL ALTO,WK030,6,14,4425,347,4467,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK030,6,14,4426,347,4958,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,,201
EL ALTO,WK030,6,14,4427,347,4958,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,279,
EL ALTO,WK030,6,14,4428,347,4958,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,4
EL ALTO,WK030,6,14,4429,347,5147,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,201,
EL ALTO,WK030,6,14,4430,347,5147,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,276
EL ALTO,WK030,6,14,4431,347,5147,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,4
EL ALTO,WK030,6,14,4432,347,5235,1,HOMBRE,16 a 34,ESTUDIA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,222,
EL ALTO,WK030,6,14,4433,347,5235,1,MUJER,16 a 34,ESTUDIA,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,201,
EL ALTO,WK030,6,14,4434,347,5235,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,
EL ALTO,WK030,6,14,4435,347,4755,1,HOMBRE,16 a 34,ESTUDIA,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,NO,317,
EL ALTO,WK030,6,14,4436,347,4755,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,
EL ALTO,WK030,6,14,4437,347,4755,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK030,6,14,4438,347,5301,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,122
EL ALTO,WK030,6,14,4439,347,5301,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,
EL ALTO,WK030,6,14,4440,347,5301,1,HOMBRE,>64,TRABAJA,NO,NADA,NADA,SIN ESTUDIOS,MENOS DE 1600,NO,,347
EL ALTO,WK030,6,14,4441,347,5382,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,201
EL ALTO,WK030,6,14,4442,347,5382,1,MUJER,16 a 34,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,201,
EL ALTO,WK030,6,14,4443,347,5382,1,MUJER,16 a 34,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,219
EL ALTO,WK030,6,14,4444,347,5107,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,278
EL ALTO,WK030,6,14,4445,347,5107,1,MUJER,>64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK030,6,14,4446,347,5107,1,MUJER,16 a 34,ESTUDIA,NO,NADA,NADA,SECUNDARIA,NS NC,NO,274,
EL ALTO,WK034,6,14,4447,271,5556,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4448,271,5659,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4449,271,5556,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,317
EL ALTO,WK034,6,14,4450,271,5559,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,33
EL ALTO,WK034,6,14,4451,271,5559,1,HOMBRE,16 a 34,OTROS,NO,"SÍ, ME SIENTO SEGURO",ATRACO,SECUNDARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK034,6,14,4452,271,5559,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,243
EL ALTO,WK034,6,14,4453,271,6145,1,HOMBRE,16 a 34,OTROS,SI,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,548
EL ALTO,WK034,6,14,4454,271,6417,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,279,
EL ALTO,WK034,6,14,4455,271,6145,1,MUJER,>64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK034,6,14,4456,271,6145,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,14
EL ALTO,WK034,6,14,4457,271,6026,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,
EL ALTO,WK034,6,14,4458,271,6026,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4459,271,6145,1,MUJER,>64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4460,271,6145,1,HOMBRE,>64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4461,271,6026,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,282,
EL ALTO,WK034,6,14,4462,271,6026,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4463,271,6026,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4464,271,6026,1,MUJER,>64,OTROS,NO,NADA,NADA,SIN ESTUDIOS,MENOS DE 1600,NO,,
EL ALTO,WK034,6,14,4465,271,6145,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,309,
EL ALTO,WK034,6,14,4466,271,6417,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,309,301
EL ALTO,WK034,6,14,4467,271,5933,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,301
EL ALTO,WK034,6,14,4468,271,6145,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,338,
EL ALTO,WK034,6,14,4469,271,6413,1,HOMBRE,>64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4470,271,6145,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4471,271,6413,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,338,
EL ALTO,WK034,6,14,4472,271,6413,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,21
EL ALTO,WK034,6,14,4473,271,5933,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,201
EL ALTO,WK034,6,14,4474,271,6080,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,308
EL ALTO,WK034,6,14,4475,271,6080,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,201
EL ALTO,WK034,6,14,4476,271,5933,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4477,271,6026,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,
EL ALTO,WK034,6,14,4478,271,6026,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,4
EL ALTO,WK034,6,14,4479,271,6026,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,122
EL ALTO,WK034,6,14,4480,271,5933,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK034,6,14,4481,271,6080,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,17,
EL ALTO,WK034,6,14,4482,271,6080,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,76
EL ALTO,WK034,6,14,4483,271,6080,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,301
EL ALTO,WK034,6,14,4484,271,6080,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK034,6,14,4485,271,5933,1,HOMBRE,35 a 64,OTROS,SI,"SÍ, ME SIENTO SEGURO",ATRACO,UNIVERSITARIOS,1600 A 3000,SÍ,,15
EL ALTO,WK035,6,14,4486,494,6950,1,HOMBRE,35 a 64,NADA,NO,NADA,NADA,SECUNDARIA,3000 A 6000,SÍ,,201
EL ALTO,WK035,6,14,4487,494,6950,1,MUJER,16 a 34,NADA,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,203,
EL ALTO,WK035,6,14,4488,494,7246,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,
EL ALTO,WK035,6,14,4489,494,7246,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK035,6,14,4490,494,7428,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK035,6,14,4491,494,7428,1,HOMBRE,>64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK035,6,14,4492,494,7428,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,,
EL ALTO,WK035,6,14,4493,494,7428,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,,
EL ALTO,WK035,6,14,4494,494,7428,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,,
EL ALTO,WK035,6,14,4495,281,6997,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,4,
EL ALTO,WK035,6,14,4496,281,6997,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,,
EL ALTO,WK035,6,14,4497,281,6997,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,365
EL ALTO,WK035,6,14,4498,494,6829,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,494
EL ALTO,WK035,6,14,4499,494,6829,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,494,
EL ALTO,WK035,6,14,4500,494,6829,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,52
EL ALTO,WK035,6,14,4501,494,6829,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,3
EL ALTO,WK035,6,14,4502,494,6935,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK035,6,14,4503,494,6935,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,11
EL ALTO,WK035,6,14,4504,494,6454,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,8,
EL ALTO,WK035,6,14,4505,494,6454,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,
EL ALTO,WK035,6,14,4506,281,7129,1,HOMBRE,16 a 34,TRABAJA,SI,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,4
EL ALTO,WK035,6,14,4507,281,7129,1,MUJER,16 a 34,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,7,
EL ALTO,WK035,6,14,4508,281,7129,1,MUJER,>64,OTROS,NO,NADA,NADA,SIN ESTUDIOS,MENOS DE 1600,NO,,
EL ALTO,WK035,6,14,4509,281,7216,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,19
EL ALTO,WK035,6,14,4510,281,7216,1,HOMBRE,16 a 34,OTROS,SI,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,124
EL ALTO,WK035,6,14,4511,281,7216,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK035,6,14,4512,281,7005,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,26
EL ALTO,WK035,6,14,4513,281,7005,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,203,
EL ALTO,WK035,6,14,4514,281,7005,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,
EL ALTO,WK035,6,14,4515,281,6500,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,21
EL ALTO,WK035,6,14,4516,281,6500,1,MUJER,>64,OTROS,NO,NADA,NADA,SIN ESTUDIOS,MENOS DE 1600,SÍ,,
EL ALTO,WK035,6,14,4517,281,6500,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,52
EL ALTO,WK035,6,14,4518,281,6455,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,NO,,
EL ALTO,WK035,6,14,4519,281,7012,1,MUJER,35 a 64,OTROS,SI,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,141
EL ALTO,WK035,6,14,4520,281,7012,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,201
EL ALTO,WK038,6,14,4521,276,4226,1,MUJER,35 a 64,NADA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,4
EL ALTO,WK038,6,14,4521,276,4226,2,MUJER,16 a 34,NADA,NO,"SÍ, ME SIENTO SEGURO",ATRACO,UNIVERSITARIOS,MENOS DE 1600,SÍ,,131
EL ALTO,WK038,6,14,4522,276,4226,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK038,6,14,4522,276,4226,2,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,UNIVERSITARIOS,3000 A 6000,NO,,1
EL ALTO,WK038,6,14,4523,276,4256,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK038,6,14,4524,276,4256,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,19
EL ALTO,WK038,6,14,4525,276,4256,1,MUJER,16 a 34,ESTUDIA,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,18,
EL ALTO,WK038,6,14,4526,276,3901,1,HOMBRE,35 a 64,TRABAJA,SI,NADA,NADA,PRIMARIA,1600 A 3000,NO,,276
EL ALTO,WK038,6,14,4526,276,3901,2,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,22,
EL ALTO,WK038,6,14,4527,276,3901,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,4
EL ALTO,WK038,6,14,4528,276,3901,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK038,6,14,4529,276,4826,1,HOMBRE,35 a 64,TRABAJA,SI,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,4
EL ALTO,WK038,6,14,4529,276,4826,2,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK038,6,14,4529,276,4826,3,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,4
EL ALTO,WK038,6,14,4530,276,4603,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,276
EL ALTO,WK038,6,14,4530,276,4603,2,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK038,6,14,4531,276,4603,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,201
EL ALTO,WK038,6,14,4532,276,4603,1,HOMBRE,16 a 34,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,NO,22,
EL ALTO,WK038,6,14,4533,276,4457,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,
EL ALTO,WK038,6,14,4533,276,4457,2,MUJER,16 a 34,ESTUDIA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,10,
EL ALTO,WK038,6,14,4533,276,4457,3,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,
EL ALTO,WK038,6,14,4534,276,4737,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,NO,,276
EL ALTO,WK038,6,14,4535,276,4737,1,HOMBRE,16 a 34,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,NO,22,
EL ALTO,WK038,6,14,4535,276,4737,2,MUJER,35 a 64,ESTUDIA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,4
EL ALTO,WK038,6,14,4536,276,4737,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,
EL ALTO,WK038,6,14,4537,276,4495,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,417
EL ALTO,WK038,6,14,4538,276,4495,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK038,6,14,4539,276,4823,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,
